funded_amnt,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_amnt,last_fico_range_high,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_il_tl,num_op_rev_tl,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,target,term_36months,initial_list_status_w,individual,hardhship,employed_over_10yrs,emp_years,interest_rate,revolving_util,issue_date_month,issue_date_year,years_since_earliest_cr_line
8000.0,246.0,A,A3,RENT,68749.0,2018-01-01,Fully Paid,debt_consolidation,NY,13.84,3.0,2005-10-01,724.0,0.0,16.0,0.0,8155.0,38.0,8791.174159965,8791.17,8000.0,791.17,0.0,0.0,2402.64,719.0,0.0,0.0,0.0,42408.0,26300.0,5.0,2827.0,11955.0,20.3,0.0,0.0,147.0,129.0,2.0,2.0,1.0,2.0,9.0,3.0,3.0,7.0,16.0,9.0,7.0,16.0,0.0,0.0,3.0,3.0,86.8,0.0,0.0,0.0,67061.0,42408.0,15000.0,40761.0,0,1,1,1,0,0,0.0,6.72,31.0,1,2018,13.0
1000.0,34.79,C,C2,RENT,21600.0,2019-08-01,Current,other,IL,15.39,0.0,2008-10-01,689.0,1.0,12.0,0.0,4816.0,18.0,311.42,311.42,203.14,108.28,0.0,0.0,34.79,679.0,0.0,0.0,215.0,4816.0,14400.0,6.0,401.0,869.0,60.5,0.0,0.0,10.0,129.0,18.0,10.0,0.0,18.0,2.0,0.0,2.0,10.0,1.0,12.0,10.0,12.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,14400.0,4816.0,2200.0,0.0,0,1,1,1,0,0,1.0,15.24,33.4,8,2019,11.0
5300.0,188.83,C,C4,RENT,49000.0,2020-01-01,Current,debt_consolidation,FL,29.32,0.0,2005-01-01,689.0,0.0,11.0,0.0,6254.0,44.0,750.33,750.33,465.62,284.71,0.0,0.0,188.83,764.0,0.0,0.0,0.0,78679.0,10400.0,1.0,7153.0,1444.0,75.9,0.0,0.0,150.0,180.0,40.0,9.0,0.0,43.0,9.0,0.0,2.0,3.0,32.0,5.0,3.0,11.0,0.0,0.0,0.0,1.0,90.7,66.7,0.0,0.0,102357.0,78679.0,6000.0,91957.0,0,1,1,1,0,1,10.0,16.95,60.1,1,2020,15.0
8000.0,251.4,A,A5,MORTGAGE,34000.0,2014-11-01,Fully Paid,debt_consolidation,MO,12.74,0.0,1998-10-01,709.0,0.0,8.0,0.0,15205.0,13.0,9046.464111391,9046.46,8000.0,1046.46,0.0,0.0,251.1,699.0,0.0,0.0,0.0,107979.0,29100.0,0.0,13497.0,8535.0,63.2,0.0,0.0,80.0,193.0,46.0,46.0,1.0,46.0,,0.0,4.0,6.0,1.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,92.3,75.0,0.0,0.0,134100.0,15205.0,23200.0,0.0,0,1,1,1,0,0,9.0,8.19,52.3,11,2014,16.0
28000.0,952.5,C,C3,MORTGAGE,120000.0,2016-02-01,Fully Paid,debt_consolidation,TX,19.84,0.0,1987-08-01,684.0,0.0,11.0,0.0,23491.0,30.0,33653.2277503916,33653.23,28000.0,5653.23,0.0,0.0,10814.49,679.0,0.0,0.0,0.0,58341.0,34500.0,4.0,5304.0,4970.0,80.5,0.0,0.0,161.0,269.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,6.0,8.0,7.0,6.0,11.0,0.0,0.0,0.0,3.0,89.7,80.0,0.0,0.0,81232.0,58341.0,25500.0,33165.0,0,1,1,1,0,1,10.0,13.67,68.1,2,2016,29.0
16000.0,383.25,C,C5,RENT,30000.0,2016-05-01,Charged Off,debt_consolidation,IL,32.73,1.0,1986-09-01,679.0,3.0,10.0,0.0,6910.0,26.0,10381.04,10381.04,4752.94,4048.2,0.0,1579.9,383.25,564.0,0.0,0.0,1356.0,24097.0,11600.0,8.0,2410.0,3239.0,56.8,0.0,0.0,118.0,355.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,7.0,4.0,8.0,7.0,10.0,0.0,0.0,0.0,4.0,88.5,33.3,0.0,0.0,36323.0,24097.0,7500.0,24723.0,1,1,1,0,0,1,10.0,15.31,59.6,5,2016,30.0
8000.0,259.99,B,B3,RENT,185000.0,2014-11-01,Fully Paid,debt_consolidation,AZ,9.63,0.0,1999-10-01,669.0,0.0,9.0,0.0,20330.0,29.0,8923.15,8923.15,8000.0,923.15,0.0,0.0,5027.96,664.0,0.0,0.0,0.0,37049.0,19500.0,4.0,4117.0,0.0,105.3,0.0,0.0,120.0,180.0,7.0,7.0,5.0,7.0,7.0,2.0,7.0,7.0,9.0,7.0,7.0,9.0,0.0,0.0,0.0,2.0,82.1,100.0,0.0,0.0,37567.0,37049.0,19500.0,10677.0,0,1,1,1,0,1,10.0,10.49,105.3,11,2014,15.0
3600.0,134.8,D,D2,RENT,55000.0,2020-03-01,Current,moving,CA,24.96,0.0,2012-12-01,669.0,0.0,6.0,0.0,18257.0,7.0,261.38,261.38,147.55,113.83,0.0,0.0,134.8,679.0,0.0,0.0,0.0,21632.0,19700.0,3.0,4326.0,1443.0,92.7,0.0,0.0,86.0,42.0,13.0,13.0,0.0,13.0,15.0,0.0,4.0,4.0,3.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,24700.0,21632.0,19700.0,5000.0,0,1,1,1,0,0,1.0,20.55,92.7,3,2020,8.0
2000.0,62.58,A,A5,OWN,29412.0,2015-06-01,Fully Paid,debt_consolidation,CA,11.71,0.0,1997-12-01,724.0,0.0,8.0,1.0,3709.0,19.0,2226.8668597585,2226.87,2000.0,226.87,0.0,0.0,725.83,664.0,0.0,0.0,0.0,7301.0,25700.0,5.0,913.0,12654.0,20.4,0.0,0.0,130.0,210.0,1.0,1.0,0.0,1.0,,0.0,2.0,4.0,8.0,7.0,4.0,8.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,29900.0,7301.0,15900.0,4200.0,0,1,1,1,0,0,,7.89,14.4,6,2015,18.0
9000.0,283.65,B,B1,RENT,60000.0,2016-05-01,Fully Paid,debt_consolidation,CA,15.64,0.0,2005-07-01,709.0,0.0,10.0,0.0,8677.0,19.0,9880.9503838478,9880.95,9000.0,880.95,0.0,0.0,5346.75,764.0,0.0,0.0,0.0,16534.0,21600.0,5.0,1837.0,5604.0,52.9,0.0,0.0,129.0,128.0,7.0,7.0,2.0,12.0,7.0,1.0,3.0,5.0,6.0,9.0,5.0,10.0,0.0,0.0,0.0,2.0,94.7,25.0,0.0,0.0,52706.0,16534.0,11900.0,31106.0,0,1,1,1,0,1,10.0,8.39,40.2,5,2016,11.0
10000.0,318.79,B,B2,MORTGAGE,70000.0,2015-04-01,Fully Paid,debt_consolidation,CA,9.31,0.0,2002-10-01,664.0,0.0,11.0,0.0,11198.0,16.0,11235.5630288636,11235.56,10000.0,1235.56,0.0,0.0,4551.16,724.0,0.0,0.0,78.0,232845.0,13600.0,2.0,23285.0,1902.0,85.5,0.0,0.0,58.0,150.0,18.0,18.0,5.0,18.0,,0.0,6.0,6.0,2.0,8.0,6.0,11.0,0.0,0.0,0.0,0.0,93.7,83.3,0.0,0.0,249898.0,15102.0,13100.0,8018.0,0,1,1,1,0,0,5.0,9.17,82.3,4,2015,13.0
11000.0,339.75,A,A2,RENT,27040.0,2019-12-01,Current,debt_consolidation,CA,15.89,0.0,2013-09-01,759.0,0.0,2.0,0.0,0.0,13.0,2199.27,2199.27,1900.0,299.27,0.0,0.0,474.56,744.0,0.0,0.0,0.0,11450.0,4500.0,5.0,5725.0,4500.0,0.0,0.0,0.0,74.0,51.0,12.0,11.0,0.0,12.0,11.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,18500.0,11450.0,4500.0,14000.0,0,1,1,1,0,0,0.0,7.02,0.0,12,2019,6.0
4000.0,126.85,A,A5,MORTGAGE,60000.0,2019-06-01,Current,other,MD,25.6,0.0,1993-11-01,769.0,0.0,9.0,0.0,1059.0,25.0,1493.39,1493.39,1219.87,273.52,0.0,0.0,126.85,709.0,0.0,0.0,0.0,259631.0,17500.0,2.0,28848.0,8450.0,5.1,0.0,0.0,168.0,307.0,26.0,3.0,4.0,110.0,15.0,1.0,1.0,2.0,9.0,4.0,2.0,9.0,0.0,0.0,0.0,1.0,92.0,0.0,0.0,0.0,333569.0,33350.0,8900.0,56219.0,0,1,1,1,0,0,4.0,8.81,6.1,6,2019,26.0
22000.0,497.65,C,C1,OWN,25000.0,2017-03-01,Current,debt_consolidation,FL,20.26,0.0,2005-08-01,749.0,0.0,9.0,0.0,1815.0,23.0,18895.13,18895.13,12282.38,6612.75,0.0,0.0,497.65,729.0,1.0,0.0,68.0,147208.0,17200.0,4.0,16356.0,8259.0,2.8,0.0,0.0,139.0,138.0,17.0,10.0,2.0,17.0,11.0,1.0,2.0,3.0,4.0,7.0,3.0,9.0,0.0,0.0,0.0,1.0,95.7,0.0,0.0,0.0,166893.0,12315.0,8500.0,12229.0,0,1,1,0,0,0,5.0,12.74,10.6,3,2017,12.0
1775.0,71.35,E,E4,RENT,21000.0,2017-10-01,Fully Paid,other,TX,117.14,0.0,2000-05-01,724.0,0.0,7.0,0.0,842.0,14.0,2150.6780121727,2150.68,1775.0,375.68,0.0,0.0,1439.73,774.0,0.0,0.0,0.0,80303.0,2300.0,6.0,11472.0,387.0,51.6,0.0,0.0,130.0,209.0,5.0,5.0,1.0,7.0,5.0,0.0,2.0,3.0,9.0,3.0,3.0,7.0,0.0,0.0,0.0,3.0,85.7,0.0,0.0,0.0,110987.0,80303.0,800.0,108687.0,0,1,0,0,0,1,10.0,25.82,36.6,10,2017,17.0
16000.0,570.05,C,C4,RENT,83000.0,2019-12-01,Current,debt_consolidation,PA,39.81,1.0,2005-05-01,684.0,1.0,19.0,0.0,14930.0,55.0,2835.18,2835.18,1769.54,1065.64,0.0,0.0,570.05,734.0,0.0,0.0,150.0,94763.0,24000.0,6.0,4988.0,5343.0,53.5,0.0,0.0,174.0,165.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,9.0,24.0,11.0,9.0,19.0,0.0,0.0,0.0,1.0,96.2,33.3,0.0,0.0,153058.0,94763.0,11500.0,129058.0,0,1,1,1,0,1,10.0,16.95,62.2,12,2019,14.0
6200.0,210.67,C,C2,MORTGAGE,26000.0,2018-02-01,Current,debt_consolidation,WI,22.25,4.0,2013-11-01,674.0,0.0,8.0,0.0,7572.0,8.0,5683.41,5683.41,4407.07,1276.34,0.0,0.0,210.67,669.0,0.0,0.0,0.0,98175.0,25600.0,2.0,12272.0,15606.0,16.5,0.0,0.0,39.0,51.0,23.0,8.0,1.0,28.0,11.0,0.0,2.0,4.0,1.0,6.0,4.0,8.0,0.0,0.0,0.0,1.0,50.0,25.0,0.0,0.0,121660.0,15051.0,18700.0,12297.0,0,1,1,1,0,0,1.0,13.59,29.6,2,2018,5.0
10000.0,270.54,E,E1,RENT,45000.0,2013-11-01,Fully Paid,debt_consolidation,FL,15.15,0.0,2008-07-01,699.0,2.0,5.0,0.0,5549.0,10.0,15553.6423710826,15553.64,10000.0,5553.64,0.0,0.0,2960.66,819.0,0.0,0.0,0.0,31419.0,13100.0,4.0,6284.0,5651.0,34.3,0.0,0.0,55.0,63.0,7.0,7.0,0.0,12.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,5.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,40586.0,31419.0,8600.0,27486.0,0,1,0,1,0,0,3.0,21.0,42.4,11,2013,5.0
27750.0,889.7,A,A3,RENT,120000.0,2020-06-01,Current,credit_card,NY,14.96,0.0,2007-08-01,749.0,0.0,11.0,0.0,26582.0,23.0,3544.06,3544.06,2812.28,731.78,0.0,0.0,889.7,759.0,0.0,0.0,0.0,52668.0,64000.0,1.0,4788.0,37418.0,41.5,0.0,0.0,154.0,65.0,34.0,20.0,0.0,34.0,20.0,0.0,2.0,2.0,20.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,115000.0,52668.0,64000.0,51000.0,0,1,1,1,0,0,5.0,9.56,41.5,6,2020,13.0
1100.0,39.76,D,D1,RENT,19000.0,2019-03-01,Current,other,TX,37.9,0.0,2008-04-01,674.0,0.0,10.0,0.0,9274.0,17.0,554.44,554.44,359.74,194.7,0.0,0.0,39.76,554.0,0.0,0.0,0.0,10336.0,15300.0,6.0,1034.0,2050.0,79.7,0.0,0.0,50.0,131.0,8.0,8.0,0.0,8.0,15.0,0.0,5.0,9.0,3.0,9.0,9.0,10.0,0.0,0.0,0.0,1.0,100.0,80.0,0.0,0.0,19800.0,10336.0,10100.0,4500.0,0,1,0,1,0,1,10.0,17.97,60.6,3,2019,11.0
8100.0,288.59,C,C4,OWN,70000.0,2019-08-01,Current,credit_card,LA,24.48,0.0,2009-06-01,694.0,3.0,17.0,0.0,17547.0,24.0,2582.05,2582.05,1659.15,922.9,0.0,0.0,288.59,684.0,0.0,0.0,0.0,477345.0,57900.0,10.0,28079.0,13993.0,44.9,0.0,0.0,84.0,121.0,4.0,4.0,1.0,5.0,3.0,0.0,3.0,5.0,13.0,7.0,5.0,17.0,0.0,0.0,0.0,6.0,100.0,25.0,0.0,0.0,497205.0,197937.0,25400.0,154657.0,0,1,0,1,0,0,3.0,16.95,30.3,8,2019,10.0
10000.0,351.67,C,C5,RENT,35000.0,2018-01-01,Charged Off,debt_consolidation,NY,11.35,0.0,2005-09-01,729.0,0.0,5.0,0.0,1652.0,13.0,1749.45,1749.45,1120.37,629.08,0.0,0.0,351.67,659.0,0.0,0.0,0.0,11223.0,4500.0,1.0,2806.0,,,0.0,0.0,147.0,139.0,31.0,8.0,0.0,,,0.0,0.0,1.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,100.0,,0.0,0.0,15520.0,11223.0,0.0,11020.0,1,1,0,0,0,0,0.0,16.02,36.7,1,2018,13.0
1200.0,42.84,D,D1,RENT,80000.0,2017-12-01,Fully Paid,credit_card,NJ,10.39,0.0,2009-09-01,719.0,2.0,12.0,0.0,14835.0,13.0,1279.1826240114,1279.18,1200.0,79.18,0.0,0.0,566.12,664.0,0.0,0.0,0.0,38508.0,51900.0,5.0,3209.0,33855.0,29.9,0.0,0.0,99.0,49.0,2.0,2.0,0.0,2.0,1.0,0.0,4.0,5.0,5.0,8.0,5.0,12.0,0.0,0.0,0.0,5.0,92.3,20.0,0.0,0.0,85150.0,38508.0,48300.0,33250.0,0,1,1,1,0,0,0.0,17.09,28.6,12,2017,8.0
8950.0,323.52,D,D2,RENT,60000.0,2016-08-01,Fully Paid,debt_consolidation,NY,9.36,0.0,2013-04-01,674.0,0.0,10.0,4.0,4290.0,10.0,11637.724821606,11637.72,8950.0,2687.72,0.0,0.0,323.47,644.0,0.0,0.0,0.0,6807.0,9500.0,6.0,681.0,4416.0,49.2,0.0,0.0,39.0,34.0,15.0,15.0,0.0,15.0,2.0,0.0,7.0,8.0,1.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,100.0,28.6,3.0,0.0,17275.0,6807.0,8700.0,7775.0,0,1,1,1,0,1,10.0,17.99,45.2,8,2016,3.0
14000.0,505.16,D,D5,RENT,41700.0,2015-10-01,Fully Paid,debt_consolidation,UT,27.65,0.0,2004-05-01,664.0,1.0,14.0,1.0,4546.0,47.0,17973.1411143484,17908.95,14000.0,3973.14,0.0,0.0,23.36,669.0,0.0,0.0,0.0,63119.0,6000.0,7.0,5738.0,639.0,82.7,0.0,0.0,116.0,126.0,16.0,2.0,2.0,37.0,4.0,1.0,2.0,3.0,30.0,7.0,3.0,12.0,0.0,0.0,0.0,4.0,97.7,100.0,1.0,0.0,70729.0,63119.0,3700.0,64729.0,0,1,0,1,0,0,0.0,17.86,75.8,10,2015,11.0
8825.0,302.31,C,C2,MORTGAGE,50000.0,2014-02-01,Fully Paid,debt_consolidation,NH,28.3,0.0,1999-07-01,674.0,3.0,12.0,0.0,14229.0,27.0,9130.37,9130.37,8825.0,305.37,0.0,0.0,8525.75,624.0,0.0,0.0,0.0,205513.0,18600.0,6.0,17126.0,1512.0,88.6,0.0,0.0,142.0,175.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,6.0,13.0,6.0,6.0,12.0,0.0,0.0,0.0,3.0,88.9,75.0,0.0,0.0,226705.0,58119.0,13300.0,55105.0,0,1,0,1,0,1,10.0,14.16,76.5,2,2014,15.0
11000.0,375.91,C,C4,RENT,48000.0,2015-06-01,Fully Paid,credit_card,NY,20.18,0.0,2010-02-01,664.0,0.0,14.0,0.0,11329.0,18.0,12938.6647307186,12938.66,11000.0,1938.66,0.0,0.0,6511.1,714.0,0.0,0.0,50.0,31901.0,21100.0,13.0,2279.0,2872.0,69.8,0.0,0.0,24.0,64.0,3.0,3.0,0.0,3.0,11.0,0.0,2.0,6.0,5.0,10.0,6.0,14.0,0.0,0.0,0.0,5.0,100.0,50.0,0.0,0.0,43725.0,31901.0,9500.0,22625.0,0,1,0,1,0,0,4.0,13.99,53.7,6,2015,5.0
25000.0,843.32,B,B5,MORTGAGE,85000.0,2019-07-01,Current,debt_consolidation,NV,15.13,1.0,2011-11-01,704.0,0.0,11.0,1.0,4872.0,14.0,8396.87,8396.87,5996.49,2400.38,0.0,0.0,843.32,724.0,0.0,0.0,64.0,262591.0,23600.0,5.0,23872.0,12249.0,25.8,0.0,0.0,22.0,92.0,7.0,7.0,1.0,7.0,13.0,0.0,4.0,6.0,2.0,8.0,6.0,11.0,0.0,0.0,0.0,1.0,92.9,0.0,1.0,0.0,299133.0,15125.0,16500.0,20000.0,0,1,1,1,0,0,7.0,13.08,20.6,7,2019,8.0
21600.0,769.14,C,C5,RENT,47000.0,2018-11-01,Charged Off,debt_consolidation,IN,28.58,1.0,2008-03-01,664.0,0.0,16.0,0.0,13125.0,28.0,4635.14,4635.14,2888.67,1746.47,0.0,0.0,769.14,564.0,0.0,0.0,1048.0,33073.0,18000.0,2.0,2067.0,1056.0,83.0,0.0,0.0,128.0,76.0,15.0,6.0,0.0,15.0,6.0,0.0,5.0,14.0,8.0,15.0,14.0,16.0,0.0,0.0,0.0,1.0,96.4,60.0,0.0,0.0,38818.0,33073.0,6200.0,20818.0,1,1,1,1,0,1,10.0,16.91,72.9,11,2018,10.0
18000.0,615.11,C,C3,RENT,65000.0,2017-04-01,Fully Paid,debt_consolidation,VA,32.33,0.0,2001-10-01,664.0,0.0,11.0,2.0,9530.0,32.0,21244.8089099908,21244.81,18000.0,3244.81,0.0,0.0,3722.03,669.0,0.0,0.0,272.0,87490.0,13600.0,5.0,7954.0,2177.0,80.4,0.0,0.0,82.0,186.0,14.0,14.0,1.0,14.0,17.0,0.0,5.0,6.0,15.0,8.0,6.0,11.0,0.0,0.0,0.0,0.0,100.0,83.3,2.0,0.0,94386.0,87490.0,11100.0,80786.0,0,1,1,1,0,0,5.0,13.99,70.1,4,2017,16.0
9600.0,289.11,A,A1,MORTGAGE,63000.0,2017-02-01,Fully Paid,debt_consolidation,SC,14.1,2.0,1996-05-01,689.0,0.0,12.0,0.0,4359.0,30.0,10314.420234918,10314.42,9600.0,714.42,0.0,0.0,3667.73,714.0,0.0,0.0,0.0,136995.0,13100.0,1.0,11416.0,1065.0,63.3,0.0,0.0,122.0,249.0,8.0,8.0,7.0,42.0,1.0,4.0,2.0,6.0,11.0,8.0,6.0,12.0,0.0,0.0,1.0,1.0,83.3,50.0,0.0,0.0,171683.0,33098.0,2900.0,47167.0,0,1,1,1,0,1,10.0,5.32,33.3,2,2017,21.0
24000.0,825.76,C,C2,RENT,90000.0,2018-09-01,Current,debt_consolidation,SC,18.65,0.0,2006-04-01,689.0,0.0,15.0,0.0,28976.0,30.0,15083.09,15083.09,10957.89,4125.2,0.0,0.0,0.0,679.0,0.0,0.0,0.0,48566.0,31300.0,3.0,3238.0,2324.0,92.6,0.0,0.0,149.0,125.0,16.0,13.0,0.0,16.0,1.0,0.0,9.0,9.0,16.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,100.0,77.8,0.0,0.0,61700.0,48566.0,31300.0,30400.0,0,1,1,1,1,0,2.0,14.47,92.6,9,2018,12.0
3500.0,124.77,D,D3,RENT,26000.0,2014-07-01,Charged Off,debt_consolidation,CA,12.97,0.0,2005-12-01,669.0,1.0,11.0,0.0,5499.0,19.0,1329.56,1329.56,706.49,496.77,15.0,111.3,152.0,574.0,0.0,0.0,0.0,5900.0,11700.0,5.0,536.0,2381.0,62.2,0.0,0.0,103.0,103.0,2.0,2.0,0.0,2.0,1.0,3.0,6.0,8.0,7.0,9.0,8.0,11.0,0.0,0.0,0.0,3.0,84.2,50.0,0.0,0.0,13772.0,5900.0,6300.0,2072.0,1,1,0,1,0,0,1.0,16.99,47.0,7,2014,9.0
6000.0,188.69,B,B1,RENT,53600.0,2017-02-01,Fully Paid,credit_card,NC,13.41,0.0,2001-03-01,684.0,0.0,11.0,1.0,5347.0,22.0,6629.1394328057,6629.14,6000.0,629.14,0.0,0.0,3046.78,754.0,0.0,0.0,0.0,22254.0,18300.0,5.0,2023.0,7079.0,36.2,0.0,0.0,111.0,191.0,6.0,6.0,0.0,6.0,18.0,0.0,4.0,5.0,3.0,8.0,5.0,11.0,0.0,0.0,0.0,2.0,89.5,0.0,1.0,0.0,46746.0,22254.0,11100.0,28446.0,0,1,0,1,0,0,2.0,8.24,29.2,2,2017,16.0
28000.0,628.52,B,B4,MORTGAGE,80000.0,2019-07-01,Current,debt_consolidation,PA,15.21,0.0,1999-05-01,689.0,0.0,13.0,0.0,15888.0,25.0,6246.62,6246.62,3458.81,2787.81,0.0,0.0,628.52,744.0,0.0,0.0,0.0,123514.0,27600.0,3.0,9501.0,7141.0,58.0,0.0,0.0,168.0,241.0,2.0,2.0,2.0,2.0,10.0,4.0,6.0,10.0,8.0,10.0,10.0,13.0,0.0,0.0,0.0,3.0,84.0,66.7,0.0,0.0,166402.0,39321.0,17000.0,40302.0,0,1,1,1,0,1,10.0,12.4,57.6,7,2019,20.0
6000.0,185.93,A,A3,OWN,71000.0,2017-02-01,Fully Paid,debt_consolidation,FL,9.35,0.0,2002-09-01,744.0,0.0,10.0,1.0,9809.0,18.0,6186.8262999078,6186.83,6000.0,186.83,0.0,0.0,4227.01,699.0,0.0,0.0,0.0,15051.0,55200.0,2.0,1881.0,40313.0,32.7,0.0,0.0,155.0,173.0,3.0,3.0,0.0,3.0,24.0,0.0,4.0,6.0,5.0,8.0,6.0,10.0,0.0,0.0,0.0,1.0,94.4,0.0,1.0,0.0,72555.0,15051.0,49700.0,17355.0,0,1,0,1,0,0,2.0,7.24,24.7,2,2017,15.0
35000.0,1095.0,A,A5,MORTGAGE,210000.0,2016-03-01,Fully Paid,debt_consolidation,MN,15.4,0.0,1995-01-01,709.0,1.0,17.0,0.0,59622.0,28.0,39371.1390298395,39371.14,35000.0,4371.14,0.0,0.0,3266.82,754.0,0.0,0.0,0.0,457862.0,100560.0,4.0,26933.0,9396.0,66.0,0.0,0.0,160.0,254.0,9.0,5.0,4.0,22.0,5.0,0.0,9.0,12.0,11.0,12.0,8.0,17.0,,0.0,0.0,3.0,96.0,11.1,0.0,0.0,545348.0,95298.0,84560.0,75888.0,0,1,1,1,0,0,1.0,7.89,59.0,3,2016,21.0
26000.0,552.3,B,B3,MORTGAGE,73500.0,2015-07-01,Fully Paid,debt_consolidation,OR,15.49,0.0,1997-09-01,684.0,0.0,9.0,0.0,18307.0,18.0,32011.2338188628,32011.23,26000.0,6011.23,0.0,0.0,12142.86,709.0,0.0,0.0,0.0,79337.0,19000.0,1.0,9917.0,693.0,96.4,0.0,0.0,144.0,213.0,10.0,10.0,1.0,10.0,10.0,2.0,2.0,2.0,12.0,3.0,2.0,9.0,0.0,0.0,0.0,1.0,88.2,50.0,0.0,0.0,85809.0,79337.0,19000.0,66809.0,0,1,0,1,0,0,6.0,9.99,96.4,7,2015,18.0
30000.0,996.29,C,C1,RENT,105000.0,2016-06-01,Fully Paid,credit_card,KY,21.06,0.0,1998-10-01,694.0,0.0,14.0,0.0,28859.0,33.0,35380.4209227179,35380.42,30000.0,5380.42,0.0,0.0,11339.57,674.0,0.0,0.0,0.0,55106.0,40117.0,3.0,5010.0,5449.0,81.8,0.0,0.0,152.0,211.0,8.0,8.0,0.0,12.0,5.0,0.0,5.0,6.0,7.0,12.0,6.0,14.0,0.0,0.0,0.0,2.0,100.0,80.0,0.0,0.0,88439.0,55106.0,29900.0,48322.0,0,1,1,1,0,0,0.0,11.99,71.9,6,2016,18.0
18000.0,501.14,E,E1,MORTGAGE,120000.0,2016-07-01,Current,debt_consolidation,NJ,26.34,1.0,2002-03-01,694.0,1.0,28.0,0.0,25588.0,40.0,22005.38,22005.38,11065.55,10939.83,0.0,0.0,0.0,624.0,0.0,0.0,0.0,505684.0,43200.0,4.0,18729.0,5107.0,69.6,0.0,0.0,168.0,172.0,2.0,1.0,2.0,2.0,0.0,1.0,6.0,16.0,12.0,18.0,16.0,28.0,0.0,0.0,1.0,3.0,95.0,66.7,0.0,0.0,534362.0,180041.0,16800.0,128910.0,0,1,1,1,1,1,10.0,22.39,59.2,7,2016,14.0
9450.0,367.78,E,E5,RENT,30000.0,2014-01-01,Fully Paid,other,OH,12.76,0.0,2007-12-01,664.0,1.0,7.0,0.0,6081.0,13.0,13239.3731746386,13239.37,9450.0,3789.37,0.0,0.0,734.85,674.0,0.0,0.0,0.0,6081.0,7600.0,4.0,1014.0,545.0,91.1,0.0,0.0,,73.0,4.0,4.0,0.0,15.0,4.0,0.0,5.0,6.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,7600.0,6081.0,6100.0,0.0,0,1,0,1,0,0,,23.4,80.0,1,2014,7.0
35000.0,976.64,D,D3,MORTGAGE,207000.0,2019-07-01,Fully Paid,debt_consolidation,CA,13.55,3.0,2002-11-01,699.0,0.0,16.0,0.0,32768.0,48.0,35028.4375,35028.44,35000.0,28.44,0.0,0.0,35072.19,644.0,0.0,0.0,0.0,905525.0,50400.0,7.0,56595.0,9085.0,77.7,0.0,0.0,145.0,200.0,19.0,19.0,8.0,39.0,4.0,0.0,7.0,8.0,19.0,11.0,8.0,16.0,0.0,0.0,0.0,0.0,95.7,57.1,0.0,0.0,987783.0,125107.0,40800.0,112006.0,0,1,1,1,0,0,0.0,22.5,64.8,7,2019,17.0
